name,color,region,link,party,marker,factor_1,factor_2
Kuno Danielsen,#eac73e,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/638-kuno-danielsen,Dansk Folkeparti,O,-2.254407138181363,3.7837842260016235
Kurt Vind Christiansen,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/981-kurt-vind-christiansen,Liberal Alliance,I,-1.940490836607892,-2.546394811643304
Lars Arne Christensen,#b48cd2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/601-lars-arne-christensen,Moderaterne,M,-0.7488976526848241,-2.9886459065419304
Lars Aslan Rasmussen,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/797-lars-aslan-rasmussen,Socialdemokratiet,A,1.0136332439804194,0.9929139368051209
Lars Axel Nielsen,#127b7f,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/191-lars-axel-nielsen,Nye Borgerlige,D,-4.280651081228854,1.584086849619904
Lars Boje Mathiesen,#127b7f,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/188-lars-boje-mathiesen,Nye Borgerlige,D,-4.131388134112374,2.0029983946153136
Lars Bregbak,#7896d2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/739-lars-bregbak,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.054189371993446,2.777464407498727
Lars Chr. Lilleholt,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/496-lars-chr-lilleholt,"Venstre, Danmarks Liberale Parti",V,-3.815180846783151,0.7213459061476761
Lars Corvinius Olesen,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/997-lars-corvinius-olesen,Alternativet,Å,3.652698095966876,-0.2621683779098332
Lars Damgaard,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/470-lars-damgaard,Dansk Folkeparti,O,-1.087233336152658,3.31152249773891
Lars Goldschmidt,#a82721,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/744-lars-goldschmidt,Socialdemokratiet,A,0.30704474704594836,-0.37951213671836476
Lars Holstein,#2b8738,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/23-lars-holstein,Alternativet,Å,2.827980420761663,-1.8109105752121202
Lars Høyer Holmqvist,#3fb2be,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/362-lars-hoeyer-holmqvist,Liberal Alliance,I,-3.488732091341107,-1.1055211381693726
Lars Kolling,#eac73e,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/639-lars-kolling,Dansk Folkeparti,O,-1.9997020606135645,4.339840861130025
Lars Ole Skovgaard,#7896d2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/737-lars-ole-skovgaard,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.9470825609489726,1.9156401933753935
Lars Olesen,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/411-lars-olesen,SF - Socialistisk Folkeparti,F,5.000689853019379,0.9353693282109593
Lars Oskan-Henriksen,#5abe82,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/664-lars-henriksen,Frie Grønne,Q,5.3663894385610185,-0.40916605110667653
Lars Philipsen Prahm,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/603-lars-philip-prahm,Moderaterne,M,-2.3285684743913033,-1.607152985214985
Lars Rem,#127b7f,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/197-lars-rem,Nye Borgerlige,D,-4.607602603360685,2.128433603942326
Lars Sternkopf Lillebæk,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/674-lars-sternkopf-lillebaek,Nye Borgerlige,D,-4.914419653640738,0.1488670544844722
Lars Werge,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/758-lars-werge,Socialdemokratiet,A,2.837021531637184,-0.19142454688904045
Lars-Christian Brask,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/293-lars-christian-brask,Liberal Alliance,I,-2.741421673211379,-1.7415931005510286
Lasse Haugaard Pedersen,#a82721,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/798-lasse-haugaard-pedersen,Socialdemokratiet,A,1.2621700881791935,1.4453133231322066
Lasse Ovesen,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/995-lasse-ovesen,Radikale Venstre,B,0.7984058450849897,-1.6354165153859688
Laura Guldager,#eac73e,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/641-laura-guldager,Dansk Folkeparti,O,-2.3880148619632315,3.195567733257237
Laura Kofod,#e6801a,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/863-laura-kofod,Enhedslisten – De Rød-Grønne,Ø,5.6414098667657955,1.4359626953689377
Laura Lindahl,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/61-laura-lindahl,Det Konservative Folkeparti,C,-3.3995357850073575,-0.597211599897185
Lea Wermelin,#a82721,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/808-lea-wermelin,Socialdemokratiet,A,1.1331800505370067,1.7267474717655316
Lean Milo,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/604-lean-milo,Moderaterne,M,-0.6946265541951913,-2.09542193924026
Leif Lahn Jensen,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/759-leif-lahn-jensen,Socialdemokratiet,A,-1.8985187530161862,1.6662893825046756
Leila Stockmarr,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/282-leila-stockmarr,Enhedslisten – De Rød-Grønne,Ø,4.799901523768239,0.11654695876963579
Lene Baggesø,#eac73e,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/642-lene-baggesoe,Dansk Folkeparti,O,-2.405757840160997,3.5527831056917476
Lene Brix Kjelgaard Jensen,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/111-lene-brix-kjelgaard-jensen,Det Konservative Folkeparti,C,-4.032949062869946,0.01641892505273711
Lene Burchardt,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/115-lene-burchardt,Det Konservative Folkeparti,C,-2.191136895465975,-0.3645776525065917
Lene Foged,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/312-lene-foged,Liberal Alliance,I,-3.460123938271768,-0.8240396263340244
Lene Prip-Sørensen,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/572-lene-prip-soerensen,"Venstre, Danmarks Liberale Parti",V,-2.7033523710443745,-0.4674071476224874
Lennart Hartmann Nielsen,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/515-lennart-hartmann-nielsen,"Venstre, Danmarks Liberale Parti",V,-2.4930391166628216,-1.3208386941453911
Lennart Qvist,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/130-lennart-qvist,Det Konservative Folkeparti,C,-2.8590025755051403,-0.5189233235701224
Linda Englyst,#7896d2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/721-linda-englyst,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-1.5511132586195255,1.6384782316399988
Line Aaen,#2b8738,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1002-line-aaen,Alternativet,Å,3.1055634422116905,-0.7539101138650355
Line Brændgaard Christensen,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/328-line-braendgaard-christensen,Liberal Alliance,I,-3.939877833535053,-2.2954229119200136
Line Gessø Hansen,#2b8738,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1062-line-gessoe-hansen,Alternativet,Å,2.5758165601355882,0.041247238289336643
Line Krogh Lay,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/241-line-krogh-lay,Radikale Venstre,B,2.0095820676021043,-1.6473135735494377
Line Petersen,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/431-line-petersen,SF - Socialistisk Folkeparti,F,5.048006130606957,0.7414988262753888
Linea Søgaard-Lidell,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/505-linea-soegaard-lidell,"Venstre, Danmarks Liberale Parti",V,-3.061312557698692,-0.7794748468952694
Lisa Perkins,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/325-lisa-perkins,Liberal Alliance,I,-3.987151243496026,-1.3595526878024071
Lisbeth Bech-Nielsen,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/373-lisbeth-bech-nielsen,SF - Socialistisk Folkeparti,F,5.242517224452533,0.4345326689161824
Lisbeth Torfing,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/287-lisbeth-torfing,Enhedslisten – De Rød-Grønne,Ø,5.7347655503054,1.8759376564433599
Lise Bech,#7896d2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/714-lise-bech,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.33398144181679,3.0251945540022342
Lise Bertelsen,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/132-lise-bertelsen,Det Konservative Folkeparti,C,-2.896897441461621,-0.21844568710640636
Lise Müller,#e07ea8,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/405-lise-muller,SF - Socialistisk Folkeparti,F,4.526548837209625,0.8183294015024496
Lone Glarbo,#7896d2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/722-lone-glarbo,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.5393018815524107,2.629302754879843
Lone Langballe,#eac73e,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/643-lone-langballe,Dansk Folkeparti,O,-3.8446370864847963,3.1394542520749495
Lone Larsen,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/755-lone-larsen,Socialdemokratiet,A,1.6185355968940476,0.4600764877544313
Lotte Friis Böing,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/97-lotte-simone-emilie-friis-boing,Det Konservative Folkeparti,C,-3.194127854872844,-0.9981154399891211
Lotte Rod,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/242-lotte-rod,Radikale Venstre,B,2.59918981729442,-1.338418576801265
Louie Andersen,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/301-louie-andersen,Liberal Alliance,I,-4.496219457026181,-1.6378847207192073
Louis Jacobsen,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/292-louis-jacobsen,Enhedslisten – De Rød-Grønne,Ø,4.45859822527999,1.4461658240567496
Louise Brown,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/323-louise-brown,Liberal Alliance,I,-3.4682673906776897,-1.9698034528502846
Louise Davidsen,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/605-louise-davidsen,Moderaterne,M,-1.3948204451875952,-2.2042607603871778
Louise Louring,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/991-louise-lingren-louring,"Venstre, Danmarks Liberale Parti",V,-2.433007324955974,-1.0668287313897828
Louise Mehnke,#a82721,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/767-maria-louise-mehnke,Socialdemokratiet,A,2.040249782886031,0.8192618399230304
Louise Schack Elholm,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/538-louise-schack-elholm,"Venstre, Danmarks Liberale Parti",V,-3.511344271540146,0.3018814276727336
Louise Siv Ebbesen,#3fb2be,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/341-louise-siv-ebbesen,Liberal Alliance,I,-4.903084359243321,-1.461823590044197
Lucas Olsgaard,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/606-lucas-olsgaard,Moderaterne,M,-0.5729108328991185,-1.1049886942713254
Lucasia Gregersen,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/870-lucasia-gregersen,Enhedslisten – De Rød-Grønne,Ø,5.433001364955786,0.9286232036065719
Ludmila Plenge Schütt,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/290-ludmila-plenge-schutt,Enhedslisten – De Rød-Grønne,Ø,5.777088437920175,1.4812408364736855
Lukas Lunøe,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/243-lukas-lunoee,Radikale Venstre,B,2.696334724173223,-2.1463881483010208
Mads Andersen,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/84-mads-andersen,Det Konservative Folkeparti,C,-3.5579509406736736,-0.5714886331434387
Mads Bruun Buch Olsen,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/695-mads-bruun-buch-olsen,SF - Socialistisk Folkeparti,F,3.7514202741698846,0.7660728647390223
Mads Fuglede,#254264,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/563-mads-fuglede,"Venstre, Danmarks Liberale Parti",V,-2.825698695974085,1.0320955799950997
Mads Lund Beier,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/607-mads-lund-beier,Moderaterne,M,-0.1043688910322386,-1.5486415444278947
Mads Madsen Henriksen,#a82721,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/799-mads-madsen-henriksen,Socialdemokratiet,A,2.8183994135213317,0.37438677462500247
Mads Silberg,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/85-mads-silberg,Det Konservative Folkeparti,C,0.1444590592388866,-3.1922138913988736
Magnus Fage Gislason,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/869-magnus-fage-gislason,Enhedslisten – De Rød-Grønne,Ø,4.555712351204973,1.2497391100667978
Magnus Johannes Heunicke,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/796-magnus-johannes-heunicke,Socialdemokratiet,A,1.2005049659638456,0.7592886363923265
Magnus Von Dreiager,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/67-magnus-von-dreiager,Det Konservative Folkeparti,C,-3.5525677577101713,-0.57740331812254
Mai Mercado,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/119-mai-mercado,Det Konservative Folkeparti,C,-5.222478038142036,-0.15506881687618676
Mai Villadsen,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/273-mai-villadsen,Enhedslisten – De Rød-Grønne,Ø,5.302718116499268,0.4009700447168082
Maja Torp,#254264,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/520-maja-torp,"Venstre, Danmarks Liberale Parti",V,-1.5049790553735802,0.013370429656314603
Majbritt Birkholm,#eac73e,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/644-majbritt-birkholm,Dansk Folkeparti,O,-1.8671563814474414,3.874097004806174
Malene Grandjean,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/539-malene-grandjean,"Venstre, Danmarks Liberale Parti",V,-0.2440132314505106,0.5827497782099467
Malene Ingwersen,#e6801a,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/883-malene-ingwersen,Enhedslisten – De Rød-Grønne,Ø,5.3673273538382364,1.5974941113816366
Malte Jäger,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/172-malte-jager,Nye Borgerlige,D,-5.012272416784427,1.5452659480564455
Malte Larsen,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/803-malte-larsen,Socialdemokratiet,A,1.1770552957261637,1.4238612918905216
Marcus Danielsson,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/845-marcus-danielsson,"Venstre, Danmarks Liberale Parti",V,-3.662324442370764,-0.2584999692763687
Marcus Knuth,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/95-marcus-knuth,Det Konservative Folkeparti,C,-4.605836252517592,0.9521472745099312
Marcus Sommerbirk,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/952-marcus-sommerbirk,Kristendemokraterne,K,-0.6986886697733554,-1.4890982142193336
Maria Av Skardi,#8b8474,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1041-maria-av-skardi,Kristendemokraterne,K,-0.898526486250774,-1.4700836290292094
Maria Durhuus,#a82721,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/786-maria-durhuus,Socialdemokratiet,A,2.155417127233354,1.0430376984688394
Maria Gudme,#a82721,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/817-maria-gudme,Socialdemokratiet,A,1.9758872957211535,1.7084923601062723
Maria Katarina Nielsen,#733280,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/244-maria-katarina-nielsen,Radikale Venstre,B,2.4195259734610084,-3.0043506567135703
Maria Temponeras,#e6801a,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/281-maria-temponeras,Enhedslisten – De Rød-Grønne,Ø,4.940607598935683,1.6343523494598857
Marianne Bigum,#e07ea8,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/696-marianne-bigum,SF - Socialistisk Folkeparti,F,3.138126858950005,0.34338834637933535
Marianne Karlberg,#5abe82,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/669-marianne-karlberg,Frie Grønne,Q,4.1185607650205425,-0.1924602746495383
Marianne Karlsmose,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/487-marianne-karlsmose,Kristendemokraterne,K,-0.039268995831268506,-0.8660819065111651
Marianne Lynghøj,#254264,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/528-marianne-lynghoej-pedersen,"Venstre, Danmarks Liberale Parti",V,-1.5710901492279996,-1.4265304325572212
Marianne Mose,#e6801a,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/902-marianne-mose,Enhedslisten – De Rød-Grønne,Ø,5.034477275010883,-0.008356353881710353
Marianne Mørk Mathiessen,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/844-marianne-moerk-mathiessen,Nye Borgerlige,D,-5.070901704914804,2.542724001221524
Marianne Porsborg,#3fb2be,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/364-marianne-porsborg,Liberal Alliance,I,-3.6804315820656464,-2.292281395913064
Marianne Stannum,#e07ea8,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/697-marianne-stannum,SF - Socialistisk Folkeparti,F,4.392672074293887,1.1428371036649108
Marie Bjerre,#254264,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/521-marie-bjerre,"Venstre, Danmarks Liberale Parti",V,-2.393891769929668,-0.4209925206903535
Marie Kampmann,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/245-marie-kampmann,Radikale Venstre,B,2.07909683804577,-2.0697162280643804
Marina Andersen,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/608-marina-andersen,Moderaterne,M,-2.2888002188809446,-3.069018588762844
Mark Jewkes,#2b8738,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/15-mark-jewkes,Alternativet,Å,2.116336165359383,0.104262357645315
Marlene Ambo-Rasmussen,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/497-marlene-ambo-rasmussen,"Venstre, Danmarks Liberale Parti",V,-3.576683719015661,1.4985258770398442
Marlene Harpsøe,#7896d2,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/738-marlene-harpsoee,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.193093850946634,2.830885728891335
Martin Bech,#3fb2be,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/839-martin-bech,Liberal Alliance,I,-3.1235121818943976,-2.7045654063162616
Martin Geertsen,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/506-martin-geertsen,"Venstre, Danmarks Liberale Parti",V,-3.1556195365542896,-0.9078497742459474
Martin Jason Adelgaard,#7896d2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/728-martin-jason-adelgaard,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.536347627106971,2.560117072077451
Martin Kelleher-Petersen,#2b8738,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1031-martin-kelleher-petersen,Alternativet,Å,4.28961454815648,-0.4886322870401739
Martin Kjærulf,#2b8738,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/26-martin-kjaerulf,Alternativet,Å,3.563625709458921,-1.1885031106921085
Martin Lidegaard,#733280,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/246-martin-lidegaard,Radikale Venstre,B,1.7468527484869825,-2.099956698036262
Martin Sibast,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/346-martin-sibast,Liberal Alliance,I,-3.9133851891732254,-1.4367954728946772
Martin Wood Pedersen,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/86-martin-wood-pedersen,Det Konservative Folkeparti,C,-1.601279736138473,-0.8939611194471587
Mathias Christiansen,#e6801a,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/901-mathias-christiansen,Enhedslisten – De Rød-Grønne,Ø,4.294706916646929,1.3340444220745384
Mathias Rinaldo,#254264,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/516-mathias-rinaldo,"Venstre, Danmarks Liberale Parti",V,-2.9430456446168383,-0.9094958420795503
Mathilde Vinther,#e6801a,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/853-mathilde-vinther,Enhedslisten – De Rød-Grønne,Ø,5.851598264756139,1.0454807858527326
Matilde Powers,#a82721,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/760-matilde-powers,Socialdemokratiet,A,1.956267109751068,0.6130344844272453
Mattias Tesfaye,#a82721,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/756-mattias-tesfaye,Socialdemokratiet,A,-0.04096125290776752,1.7362689503892497
Maud Margrethe Pedersen,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/51-maud-margrethe-pedersen,Alternativet,Å,4.288003618945863,0.09720267167966658
Melanie Jørgensen,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/171-melanie-joergensen,Nye Borgerlige,D,-4.056145516018667,2.477327546628609
Melina Andersen,#e07ea8,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/432-melina-kathrine-andersen,SF - Socialistisk Folkeparti,F,4.568113431259872,1.6540698806577407
Melissa Skovgaard Jensen,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/374-melissa-skovgaard-jensen,SF - Socialistisk Folkeparti,F,4.285214609191805,-0.5364602117630053
Merete Dea Larsen,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/467-merete-dea-larsen,Dansk Folkeparti,O,-2.27385582557948,4.1948501531594165
Merete Scheelsbeck,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/66-merete-scheelsbeck,Det Konservative Folkeparti,C,-4.020234067964529,-2.007550362990334
Meritta Bjerregaard,#e07ea8,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/424-meritta-bjerregaard,SF - Socialistisk Folkeparti,F,4.746245578456664,1.202463343168155
Mette Abildgaard,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/75-mette-abildgaard,Det Konservative Folkeparti,C,-3.167184639201151,-1.7797276061021852
Mette Bloch,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/849-mette-bloch,Enhedslisten – De Rød-Grønne,Ø,4.892233069264235,0.5768718730160285
Mette Bram,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/43-mette-bram,Alternativet,Å,2.973419889687332,-0.7157581944299889
Mette Gjerskov,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/809-mette-gjerskov,Socialdemokratiet,A,3.5463522430384153,-0.14207257971762483
Mette Jensen,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/109-mette-jensen,Det Konservative Folkeparti,C,-4.427193381033261,-0.5986523551951675
Mette Jeppesen,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1054-mette-jeppesen,Alternativet,Å,2.965906904332315,-1.2979275736941096
Mette Kierkegaard,#b48cd2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/970-mette-kierkegaard,Moderaterne,M,-0.7192177498861547,-1.6751652046410475
Mette Lene Jensen,#254264,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1009-mette-lene-jensen,"Venstre, Danmarks Liberale Parti",V,-1.6532086867511662,0.7550187515671352
Mette Nielsen,#a82721,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/832-mette-nielsen,Socialdemokratiet,A,0.7175443564963492,1.388858519465578
Mette Qwinten,#7896d2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/735-mette-qwinten,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.2560571198203188,2.8254381853198804
Mette Reissmann,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/827-mette-reissmann,Socialdemokratiet,A,2.165508120943478,-0.1453599589210723
Mette Skamris,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1052-mette-skamris,Alternativet,Å,3.6871826588296623,-1.0838777686668515
Mette Sode Hansen,#eac73e,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/646-mette-sode-hansen,Dansk Folkeparti,O,-3.0357314541443046,2.6174496394648896
Mette Thiesen,#127b7f,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/164-mette-thiesen,Nye Borgerlige,D,-4.832963474100692,2.144911164936749
Mia Nybo,#733280,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/248-mia-nybo-jensen,Radikale Venstre,B,1.1751044506674753,-1.868577822075611
Mia Tang,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/110-mia-tang,Det Konservative Folkeparti,C,-4.946761842354083,-1.443408304886659
Michael Aastrup Jensen,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/573-michael-aastrup-jensen,"Venstre, Danmarks Liberale Parti",V,-3.1528688548878137,2.2386750039828
